 3.2421   5.3077   4.4111   3.3782
 2.3225   7.1117   3.1272   3.3789
 2.3214   4.1655   4.4632   3.8337
 2.9870   5.2096   3.7559   3.5666
 3.1667   3.5147   4.1339   2.7163
 3.8769   5.3889   5.3543   4.0106
 2.2436   7.3405   3.4046   3.1861
 2.3583   4.7000   5.0906   2.9606
 1.8874   6.8293   2.7999   2.9801
 1.9311   5.8400   3.3516   3.7652
 4.1704   5.3914   3.7475   2.9101
 2.1045   4.6495   2.8961   3.4346
 1.5961   4.1388   3.3750   2.8379
 4.9133   5.7656   4.9047   2.1331
 2.1111   2.3519   4.0892   2.9957
 2.4610   6.0323   5.1901   3.4716
 2.2500   5.0490   3.9599   2.9319
 4.6850   5.4545   4.2314   3.0172
 2.8257   3.4446   4.3258   2.1007
 2.8894   7.5835   2.3705   2.5980
 4.1608   4.7761   3.6395   3.5358
 3.0044   5.5754   2.4212   1.6915
 2.0285   4.6847   3.7304   2.3329
 3.6345   4.7965   4.5634   3.1197
 3.9804   4.7991   3.1323   2.6938
 5.3353   6.4012   5.4079   3.9161
 3.0740   6.2205   3.1458   2.9700
 3.5002   5.7264   3.5563   2.8337
 3.7742   4.8920   3.6684   3.7507
 2.1563   5.5298   4.6207   2.3153
 2.8504   4.7495   3.0775   3.9945
 2.8086   6.2514   4.7546   3.7919
 1.6738   3.4662   2.7374   3.1795
 4.6368   4.7223   3.9194   2.8488
 1.5790   2.8769   2.6956   1.6149
 2.9515   4.9254   3.8745   3.9598
 3.1322   5.8312   4.0716   1.6960
 4.5810   4.6241   4.2673   2.0716
 3.2550   5.9858   3.6908   3.6976
 1.0121   6.7701   3.8853   3.6369
 4.4671   4.9603   5.9852   4.6894
 3.1554   5.2600   3.1717   1.6533
 3.7459   3.2645   4.9282   3.7732
 3.5577   4.5208   4.7906   3.7785
 2.6661   5.0827   3.4017   2.8859
 2.4873   4.1394   4.6930   2.9145
 2.9766   3.6415   2.9799   0.9065
 2.1708   7.0459   4.1593   4.0806
 1.8739   4.8189   4.8526   2.4795
 2.6178   4.1271   5.6356   3.1006
 3.0730   6.4617   3.8530   2.4257
 2.5132   4.0087   3.2103   0.2505
 3.3448   6.9109   4.7275   4.0541
 4.7938   3.5936   4.6448   1.9971
 2.4149   5.8712   4.6831   2.6352
 2.7692   3.6954   4.6105   3.9789
 4.6029   6.0483   5.3972   3.7446
 2.9032   4.8825   3.8580   3.1672
 3.1625   3.7505   3.6474   2.7276
 2.6440   5.8259   3.8910   2.7057
 2.7310   2.9519   2.4696   2.0295
 4.2515   7.9447   5.3447   4.2052
 3.4471   4.4441   3.9105   3.2671
 2.0191   5.7508   4.3795   2.5565
 3.6746   5.6320   3.9565   3.4610
 3.2551   3.8348   3.3817   1.5386
 2.0128   5.6050   3.1985   2.0505
 2.4909   4.2253   2.0918   2.3010
 2.4385   6.9641   3.1389   3.4673
 2.1234   3.2714   2.5644   1.3350
 4.2487   4.6004   5.0158   3.3837
 2.0879   3.8883   3.4840   2.4649
 2.5208   5.2666   3.6289   2.7741
 3.0958   3.5039   3.7416   1.4646
 3.8957   4.1073   4.0577   3.5399
 4.4874   4.7613   6.5629   4.1063
 2.5099   2.6312   2.8738   2.6436
 2.8921   5.5519   4.3079   3.7284
 4.9766   6.1893   4.7518   4.3065
 4.1481   5.5605   4.9194   3.2346
 2.2321   6.2775   4.0997   2.0808
 3.5202   5.9077   2.0421   2.0965
 3.1080   4.0152   3.9148   3.0409
 2.8089   4.9611   3.0952   3.3615
 3.8716   4.8611   4.5142   2.8089
 3.8970   3.9200   5.3446   2.7780
 2.9330   3.7529   3.0001   1.5640
 4.2897   6.6527   3.6142   2.7581
 3.9786   4.2615   3.8206   3.0784
 3.3423   5.6762   4.4415   3.2718
 3.1831   5.3705   5.0216   4.1926
 2.4558   6.2181   4.0023   3.7360
 3.7906   5.9404   5.0117   2.6362
 4.3863   4.5652   4.4910   3.3693
 3.6135   3.9273   2.8160   2.6525
 3.2848   3.2431   4.9659   2.3694
 1.3149   3.8155   4.1190   2.2785
 2.7254   5.0486   4.0204   3.1721
 1.9782   5.7773   3.0149   3.2410
 3.3791   4.9013   4.3077   3.1508
 3.8321   5.7155   4.0189   4.4406
 2.7150   7.0234   4.7385   3.8803
 2.7465   3.4078   4.2349   3.1544
 3.7830   4.3122   4.0112   2.7732
 3.1691   5.2081   2.7917   3.2483
 3.1344   5.8468   4.5437   4.3403
 3.3828   5.6112   5.2645   2.4640
 3.3061   5.3864   4.1699   2.6514
 2.3434   4.9343   3.9702   3.8059
 1.9289   6.9562   3.9166   4.1391
 3.5593   5.6068   3.3831   1.8463
 3.1446   5.5262   4.5937   3.0607
 3.0254   2.8385   3.9899   1.0995
 2.4685   7.7971   4.4295   4.4994
 4.3860   4.8571   4.6782   2.9739
 2.9531   2.1322   3.7979   1.9128
 2.8562   6.0894   3.2054   2.8187
 2.5050   5.4179   4.9342   4.8344
 1.3179   5.5233   3.1282   3.7956
 4.3821   2.5918   5.2353   3.8024
 2.4896   6.1768   3.4744   2.4255
 4.3082   4.7170   5.9215   3.6546
 4.0129   4.5258   4.5202   3.3547
 2.7257   6.5189   4.3935   4.5897
 3.7942   6.6770   3.9677   2.9827
 3.1596   6.2381   5.0224   3.2655
 2.3072   4.3301   3.2524   2.0200
 2.5260   5.4714   4.5152   2.2066
 3.6519   4.9802   3.0485   3.2918
 3.3021   3.9496   4.9051   3.3474
 2.6657   4.9853   2.3128   0.9951
 3.2196   2.2970   4.7858   2.8032
 2.8605   5.2323   3.2858   2.2873
 3.4352   5.2158   4.2020   2.3168
