          6.9091   2.1853   1.2191   4.2814
          6.6222   4.3457   1.1065   4.9313
          7.6437   4.9391   1.1408   7.3872
          5.8733   1.4706   1.8350   5.7549
          7.3317   3.8543   1.2782   3.7314
          7.0088   2.6093   1.5383   5.6933
          6.9850   4.1024   0.5993   6.0884
          7.6465   2.2112   2.0177   5.0500
          6.9670   2.1803   2.8674   4.1789
          6.0315   2.5148   1.5550   2.7007
          2.4993   8.3049   4.8951   4.3644
          3.7877   7.9735   3.8026   3.9451
          2.8669   4.4531   4.2460   3.2585
          2.7533   4.8773   3.3673   4.4505
          3.7296   6.6093   5.2257   3.6273
          2.6718   5.2516   2.6406   1.8535
          2.4495   5.1133   4.4702   3.2333
          3.2250   3.1557   3.2487   1.5292
          1.6985   4.7570   3.1819   2.5446
          3.8247   3.8109   4.9385   4.9351
          4.6457   5.9746   5.5244   7.0362
          5.9431   7.2532   6.1619   8.1392
          3.9022   7.1858   5.7190   7.7459
          4.8004   7.6875   5.5072   7.5685
          3.4383   5.3875   6.6489   7.6743
          5.6015   6.8925   6.3629   8.6163
          8.4990   8.3907   6.9549   7.9131
          3.4513   7.0441   4.6716   7.1424
          6.2582   7.3008   5.7005   7.8153
          5.9967   7.8027   5.5361   7.6440
          1.5962   2.6208   6.1349   8.7013
          0.3341   2.6260   6.7290  11.8211
          0.6296   3.7963   6.8071   7.1228
          0.5233   5.8825   8.2902  11.4228
        -.553355   6.3137   8.4033  12.1968
          0.6666   5.4209   8.3552  10.4226
        -.326147   4.8205   7.9957  11.4016
          0.3373   3.8208   8.1272  10.3343
          1.7321   1.7529   4.9593   8.1135
          1.1105   1.9250   8.0155  14.0289
