 5.2318   7.6883   6.2651   9.0198
 5.7605   8.6244   6.7519   9.4269
 4.3973   6.8747   6.1031   7.8042
 4.3713   6.8258   5.6595   6.9404
 5.4474   6.6971   4.8337   6.9541
 5.2867   6.6557   6.2280   7.7772
 3.1642   5.4951   5.9982   7.4673
 5.0972   7.8371   6.1344   8.5582
 5.8432   8.2024   6.7674   8.6455
 5.7026   5.7102   6.1981   7.8112
 3.7726   6.9868   5.0230   7.0365
 5.1519   4.9800   5.3759   6.9930
 5.0737   6.6992   6.4275   8.2514
 5.5479   7.9648   6.0931   8.1331
 2.9072   5.8869   5.6114   7.8961
 6.0381   7.5920   6.4241   8.4238
 5.5029   7.3522   4.7194   7.3450
 4.2697   6.5282   5.9371   7.6607
 7.1471   6.8820   6.4662   8.3302
 5.8674   6.8707   6.1158   8.0189
 3.3144   5.4304   5.9541   8.1885
 5.0749   7.8009   5.3880   8.0027
 6.3606   8.5444   7.3900   9.6059
 6.2519   7.1393   6.2266   8.6668
 4.6792   6.9477   5.6029   7.5103
 2.5479   7.6911   5.4331   8.2620
 4.2288   6.6851   5.1896   7.2869
 4.3513   6.7873   5.7142   7.8207
 6.5075   7.8301   5.8661   8.8653
 4.5895   6.6410   5.3691   8.2816
 4.8682   7.1286   5.4783   8.3329
 4.8948   6.8404   5.5650   7.9020
 4.8543   6.8026   6.7032   7.7680
 3.4563   6.3325   5.9856   8.1961
 5.8181   7.2564   7.2557   8.6461
 4.9145   7.4922   5.1143   8.0027
 4.1886   7.3313   5.3795   8.1985
 4.3679   6.7111   6.8278   9.3669
 4.1647   6.5487   5.9129   7.0772
 3.9076   7.6230   5.5412   7.8625
 5.1647   5.3382   6.5603   8.0432
 4.0823   5.8606   5.6806   6.1816
 5.2688   7.7663   6.2049   8.7141
 5.6914   6.3375   5.4716   7.4294
 4.0090   6.6428   5.8698   8.2283
 4.0508   6.5651   5.4174   7.7324
 4.9102   6.2023   5.1871   6.5095
 3.9111   6.7587   5.3996   7.8335
 4.0573   5.4668   5.3095   7.7349
 5.6801   8.3732   6.3361   7.7746
 4.4264   6.4419   5.7728   7.7599
 4.1664   5.9825   7.1548   7.9024
 3.5691   6.2090   5.2584   6.5142
 7.3421   7.7553   6.0978   7.3978
 5.0451   7.6749   5.2507   8.2735
 5.2051   6.8171   5.4627   8.0284
 4.8121   6.0103   5.7832   7.4286
 6.8071   5.7128   6.7775   7.2616
 4.5820   7.3124   5.7584   7.3309
 4.0482   5.6593   5.6229   7.0161
 5.1246   6.8600   6.1229   7.1688
 3.1609   6.3813   6.2331   7.2398
 3.8215   5.9524   5.5125   7.5596
 3.2933   5.6184   5.8901   6.5864
 4.1438   7.3217   7.0157   9.3865
 4.9787   5.2656   6.9803   7.6547
 6.8203   7.6947   5.9775   8.5901
 7.0002   8.2958   6.5861   9.0548
 5.4394   7.3673   5.5611   7.3255
 6.8220   8.5037   6.1908   8.2373
 4.0954   6.2662   5.7225   7.0127
 4.7752   6.7221   6.4286   9.2831
 4.2168   5.6411   5.7509   8.0818
 4.1205   7.6180   6.9707   8.9577
 5.3031   5.7521   6.3531   6.7578
 5.1752   7.3654   5.7583   7.5717
 4.2092   4.5120   6.0524   6.9566
 5.2647   5.9991   5.7393   7.9542
 5.8383   7.8497   6.4582   8.3138
 6.5945   7.0131   6.1190   8.8617
 4.8060   6.2744   5.8392   7.8291
 4.1580   6.2155   5.8326   7.9471
 4.5380   5.8782   6.8383   7.9055
 3.9790   6.9691   5.0364   6.8904
 4.2833   8.0614   5.2355   8.2056
 3.0573   7.2505   4.5052   6.7370
 4.7832   7.6312   6.2009   8.0886
 3.9016   6.5120   5.3459   7.7386
 4.6962   6.1028   5.4282   6.6869
 5.4876   6.8963   6.2082   7.0642
 4.0742   5.8249   6.2079   9.0368
 5.5702   7.0480   5.9561   7.6301
 5.8364   8.1316   5.8465   9.2947
 3.6911   5.4755   6.0614   6.8110
 5.6811   7.5598   6.4892   8.3815
 6.0153   7.9841   5.7466   8.7006
 6.2551   6.7077   5.6191   7.7515
 7.4504   8.6977   6.4193   8.4122
 4.5408   5.6704   5.8673   7.4031
 3.9109   7.1668   6.4502   8.6317
 4.4737   6.4000   6.4251   8.4252
 5.7884   6.8275   5.7918   7.4067
 4.6592   6.8925   5.5793   7.4751
 5.0400   6.4148   6.3318   8.7283
